experiment_id,model_config,stage,input_tokens,output_tokens,latency_ms,dsl_errors,render_errors,type_error_count,reference_error_count,cycle_detected,regenerated,runtime_error,timestamp
"exp_1765528462706","A","1","4060","1228","20170","","","0","0","false","false","false","Fri Dec 12 2025 17:43:58 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","A","2","1540","1340","9035","","","0","0","false","false","false","Fri Dec 12 2025 17:44:07 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","A","1","4077","1008","14392","","","0","0","false","false","false","Fri Dec 12 2025 17:44:34 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","A","2","1516","908","6772","","","0","0","false","false","false","Fri Dec 12 2025 17:44:41 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","A","3","2531","1411","12732","","","0","0","false","false","false","Fri Dec 12 2025 17:44:20 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","A","1","4124","1186","14803","","","0","0","false","false","false","Fri Dec 12 2025 17:53:55 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","A","2","1954","813","6239","","","0","0","false","false","false","Fri Dec 12 2025 17:54:01 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","A","1","4080","1073","12856","","","0","0","false","false","false","Fri Dec 12 2025 17:45:03 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","A","2","1478","899","7201","","","0","0","false","false","false","Fri Dec 12 2025 17:45:10 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","E","3","4238","4932","19207","","","0","0","false","false","false","Fri Dec 12 2025 23:29:41 GMT+0900 (Japan Standard Time)"
"exp_1765528462706","A","1","4081","1115","15506","","","0","0","false","false","false","Fri Dec 12 2025 17:45:38 GMT+0900 (Japan Standard Time)"
